INFO: Scrapy 1.8.0 started (bot: scrapybot)
INFO: Versions: lxml 4.4.1.0, libxml2 2.9.9, cssselect 1.1.0, parsel 1.5.2, w3lib 1.21.0, Twisted 19.10.0, Python 3.7.4 (default, Aug  9 2019, 18:34:13) [MSC v.1915 64 bit (AMD64)], pyOpenSSL 19.0.0 (OpenSSL 1.1.1d  10 Sep 2019), cryptography 2.7, Platform Windows-10-10.0.18362-SP0
INFO: Scrapy 1.8.0 started (bot: scrapybot)
INFO: Versions: lxml 4.4.1.0, libxml2 2.9.9, cssselect 1.1.0, parsel 1.5.2, w3lib 1.21.0, Twisted 19.10.0, Python 3.7.4 (default, Aug  9 2019, 18:34:13) [MSC v.1915 64 bit (AMD64)], pyOpenSSL 19.0.0 (OpenSSL 1.1.1d  10 Sep 2019), cryptography 2.7, Platform Windows-10-10.0.18362-SP0
INFO: Overridden settings: {'USER_AGENT': 'Mozilla/4.0 (compatible;                               MSIE    7.0; Windows NT 5.1)'}
INFO: Telnet Password: 39f1fc8b2dd614f4
INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.logstats.LogStats']
DEBUG: loading 793 old ids
DEBUG: found id 5876496
DEBUG: found id 5887279
DEBUG: found id 5610040
DEBUG: found id 5888311
DEBUG: found id 5897666
DEBUG: found id 5894977
DEBUG: found id 5354604
DEBUG: found id 5882586
DEBUG: found id 5821270
DEBUG: in savePage data\\saved_pages\2020-03-04_5906195.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906195.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-lausanne/5906209?s=1&t=1&l=2023&ct=736&ci=11&pn=1> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne)
DEBUG: in savePage data\\saved_pages\2020-03-04_5906209.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906209.html
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-385498> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/renens/page-1?t=rent&c=1;2&p=c12292&nb=false)
DEBUG: in savePage data\\saved_pages\2020-03-04_385498.html
DEBUG: Saved file data\\saved_pages\2020-03-04_385498.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-lausanne/5896535?s=1&t=1&l=2023&ct=736&ci=32&pn=2> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=2)
DEBUG: in savePage data\\saved_pages\2020-03-04_5896535.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5896535.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5825657?s=1&t=1&l=2990&ct=172&ci=10&pn=1> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd)
DEBUG: in savePage data\\saved_pages\2020-03-04_5825657.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5825657.html
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-385501> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/renens/page-1?t=rent&c=1;2&p=c12292&nb=false)
DEBUG: in savePage data\\saved_pages\2020-03-04_385501.html
DEBUG: Saved file data\\saved_pages\2020-03-04_385501.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=3> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=2)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-lausanne/5905676?s=1&t=1&l=2023&ct=736&ci=51&pn=3> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=3)
DEBUG: parsing page https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=3
DEBUG: found 24 listings 
DEBUG: total pages 8
DEBUG: current pages 3
DEBUG: searching url https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=3
DEBUG: page >2 url https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4
DEBUG: next page is <class 'str'>
DEBUG: found id 5903932
DEBUG: found id 5906188
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906188?s=1&t=1&l=2990&ct=172&ci=50&pn=3
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906202
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906202?s=1&t=1&l=2990&ct=172&ci=51&pn=3
DEBUG: next list page is <class 'str'>
DEBUG: found id 5903930
DEBUG: found id 5835699
DEBUG: found id 5903945
DEBUG: found id 5694815
DEBUG: found id 5377998
DEBUG: found id 5903901
DEBUG: found id 5903920
DEBUG: found id 5903924
DEBUG: found id 5903942
DEBUG: found id 5903949
DEBUG: found id 5903950
DEBUG: found id 5906176
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906176?s=1&t=1&l=2990&ct=172&ci=63&pn=3
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906187
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906187?s=1&t=1&l=2990&ct=172&ci=64&pn=3
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906191
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906191?s=1&t=1&l=2990&ct=172&ci=65&pn=3
DEBUG: next list page is <class 'str'>
DEBUG: found id 5879030
DEBUG: found id 5903909
DEBUG: found id 5903915
DEBUG: found id 5903938
DEBUG: found id 5903951
DEBUG: found id 5906199
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906199?s=1&t=1&l=2990&ct=172&ci=71&pn=3
DEBUG: next list page is <class 'str'>
DEBUG: in savePage data\\saved_pages\2020-03-04_5905676.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5905676.html
DEBUG: found id 5903905
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-385496> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/renens/page-1?t=rent&c=1;2&p=c12292&nb=false)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=3)
DEBUG: in savePage data\\saved_pages\2020-03-04_385496.html
DEBUG: Saved file data\\saved_pages\2020-03-04_385496.html
DEBUG: parsing page https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4
DEBUG: found 24 listings 
DEBUG: total pages 8
DEBUG: current pages 4
DEBUG: searching url https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4
DEBUG: page >2 url https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5
DEBUG: next page is <class 'str'>
DEBUG: found id 5903906
DEBUG: found id 5903912
DEBUG: found id 5903913
DEBUG: found id 5903921
DEBUG: found id 5903927
DEBUG: found id 5903936
DEBUG: found id 5903948
DEBUG: found id 5906179
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906179?s=1&t=1&l=2990&ct=172&ci=80&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906196
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906196?s=1&t=1&l=2990&ct=172&ci=81&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906186
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906186?s=1&t=1&l=2990&ct=172&ci=82&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906177
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906177?s=1&t=1&l=2990&ct=172&ci=83&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: found id 5887041
DEBUG: found id 5903897
DEBUG: found id 5903955
DEBUG: found id 5906194
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906194?s=1&t=1&l=2990&ct=172&ci=87&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: found id 5903898
DEBUG: found id 5903914
DEBUG: found id 5903923
DEBUG: found id 5903929
DEBUG: found id 5903933
DEBUG: found id 5903947
DEBUG: found id 5906182
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906182?s=1&t=1&l=2990&ct=172&ci=94&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906183
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906183?s=1&t=1&l=2990&ct=172&ci=95&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906185
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906185?s=1&t=1&l=2990&ct=172&ci=96&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906187?s=1&t=1&l=2990&ct=172&ci=64&pn=3> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=3)
DEBUG: in savePage data\\saved_pages\2020-03-04_5906187.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906187.html
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-385497> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/renens/page-1?t=rent&c=1;2&p=c12292&nb=false)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4)
DEBUG: in savePage data\\saved_pages\2020-03-04_385497.html
DEBUG: Saved file data\\saved_pages\2020-03-04_385497.html
DEBUG: parsing page https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5
DEBUG: found 24 listings 
DEBUG: total pages 8
DEBUG: current pages 5
DEBUG: searching url https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5
DEBUG: page >2 url https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=6
DEBUG: next page is <class 'str'>
DEBUG: found id 5906190
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906190?s=1&t=1&l=2990&ct=172&ci=97&pn=5
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906192
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906192?s=1&t=1&l=2990&ct=172&ci=98&pn=5
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906200
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906200?s=1&t=1&l=2990&ct=172&ci=99&pn=5
DEBUG: next list page is <class 'str'>
DEBUG: found id 5776803
DEBUG: found id 5903934
DEBUG: found id 5903944
DEBUG: found id 5906178
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906178?s=1&t=1&l=2990&ct=172&ci=103&pn=5
DEBUG: next list page is <class 'str'>
DEBUG: found id 5837072
DEBUG: found id 5903908
DEBUG: found id 5587360
DEBUG: found id 5835701
DEBUG: found id 5903900
DEBUG: found id 5903917
DEBUG: found id 5906189
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906189?s=1&t=1&l=2990&ct=172&ci=110&pn=5
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906184
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906184?s=1&t=1&l=2990&ct=172&ci=111&pn=5
DEBUG: next list page is <class 'str'>
DEBUG: found id 5906197
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906197?s=1&t=1&l=2990&ct=172&ci=112&pn=5
DEBUG: next list page is <class 'str'>
DEBUG: found id 5835800
DEBUG: found id 5903928
DEBUG: found id 5874597
DEBUG: found id 5851840
DEBUG: found id 5906193
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906193?s=1&t=1&l=2990&ct=172&ci=117&pn=5
DEBUG: next list page is <class 'str'>
DEBUG: found id 5395213
DEBUG: found id 5516055
DEBUG: found id 5879027
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906179?s=1&t=1&l=2990&ct=172&ci=80&pn=4> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4)
DEBUG: in savePage data\\saved_pages\2020-03-04_5906179.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906179.html
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-385495> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/renens/page-1?t=rent&c=1;2&p=c12292&nb=false)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906188?s=1&t=1&l=2990&ct=172&ci=50&pn=3> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=3)
DEBUG: in savePage data\\saved_pages\2020-03-04_385495.html
DEBUG: Saved file data\\saved_pages\2020-03-04_385495.html
DEBUG: in savePage data\\saved_pages\2020-03-04_5906188.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906188.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906177?s=1&t=1&l=2990&ct=172&ci=83&pn=4> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4)
DEBUG: in savePage data\\saved_pages\2020-03-04_5906177.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906177.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906186?s=1&t=1&l=2990&ct=172&ci=82&pn=4> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906199?s=1&t=1&l=2990&ct=172&ci=71&pn=3> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=3)
DEBUG: in savePage data\\saved_pages\2020-03-04_5906186.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906186.html
DEBUG: in savePage data\\saved_pages\2020-03-04_5906199.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906199.html
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/ecublens/page-2?t=rent&c=1;2&p=c10033&nb=false&gr=1> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/ecublens/page-1?t=rent&c=1;2&p=c10033&nb=false&gr=1)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906196?s=1&t=1&l=2990&ct=172&ci=81&pn=4> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4)
DEBUG: parsing page https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/ecublens/page-2?t=rent&c=1;2&p=c10033&nb=false&gr=1
DEBUG: found 15 listings 
DEBUG: found id 369191
DEBUG: found id 368004
DEBUG: found id 368003
DEBUG: found id -1
DEBUG: sending request for None
DEBUG: next list page is <class 'str'>
DEBUG: in savePage data\\saved_pages\2020-03-04_5906196.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906196.html
DEBUG: found id 367848
DEBUG: found id 361945
DEBUG: found id 353520
DEBUG: found id 345895
DEBUG: found id 309348
DEBUG: found id 277792
DEBUG: found id 273363
DEBUG: sending request for /fr/louer/appartement/vaud/ecublens/regie-croset-404/comprenant-hall-entree-2-chambres-sejour-cuisine-agencee-lave-vaisselle-salle-bains-wc-273363
DEBUG: next list page is <class 'str'>
DEBUG: found id 266894
DEBUG: found id 228108
DEBUG: found id 36934
DEBUG: sending request for /fr/louer/appartement/vaud/ecublens/galland-cie-254/appartement-3-pieces-36934
DEBUG: next list page is <class 'str'>
DEBUG: found id 31664
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906182?s=1&t=1&l=2990&ct=172&ci=94&pn=4> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4)
DEBUG: in savePage data\\saved_pages\2020-03-04_5906182.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906182.html
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-385487> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/renens/page-1?t=rent&c=1;2&p=c12292&nb=false)
DEBUG: in savePage data\\saved_pages\2020-03-04_385487.html
DEBUG: Saved file data\\saved_pages\2020-03-04_385487.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=4> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=3)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906185?s=1&t=1&l=2990&ct=172&ci=96&pn=4> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4)
DEBUG: parsing page https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=4
DEBUG: found 24 listings 
DEBUG: total pages 31
DEBUG: current pages 4
DEBUG: searching url https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=4
DEBUG: page >2 url https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=5
DEBUG: next page is <class 'str'>
DEBUG: found id 5892868
DEBUG: found id 5894978
DEBUG: found id 5900155
DEBUG: sending request for /fr/d/appartement-louer-lausanne/5900155?s=1&t=1&l=2023&ct=736&ci=75&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: found id 5907251
DEBUG: sending request for /fr/d/appartement-louer-lausanne/5907251?s=1&t=1&l=2023&ct=736&ci=76&pn=4
DEBUG: next list page is <class 'str'>
DEBUG: found id 5763940
DEBUG: found id 5827303
DEBUG: found id 5882583
DEBUG: found id 5821274
DEBUG: found id 5681260
DEBUG: found id 5896617
DEBUG: found id 5872966
DEBUG: found id 5874982
DEBUG: found id 5795089
DEBUG: found id 5851203
DEBUG: found id 5886070
DEBUG: found id 5848278
DEBUG: found id 5876092
DEBUG: found id 5888799
DEBUG: found id 5893272
DEBUG: found id 5564184
DEBUG: found id 5889529
DEBUG: found id 5894995
DEBUG: found id 5872982
DEBUG: found id 5836559
DEBUG: in savePage data\\saved_pages\2020-03-04_5906185.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906185.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=6> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5)
DEBUG: parsing page https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=6
DEBUG: found 24 listings 
DEBUG: total pages 8
DEBUG: current pages 6
DEBUG: searching url https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=6
DEBUG: page >2 url https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=7
DEBUG: next page is <class 'str'>
DEBUG: found id 5796813
DEBUG: found id 5903940
DEBUG: found id 5906198
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906198?s=1&t=1&l=2990&ct=172&ci=123&pn=6
DEBUG: next list page is <class 'str'>
DEBUG: found id 5903935
DEBUG: found id 5906180
DEBUG: sending request for /fr/d/appartement-louer-renens-vd/5906180?s=1&t=1&l=2990&ct=172&ci=125&pn=6
DEBUG: next list page is <class 'str'>
DEBUG: found id 5903918
DEBUG: found id 5903922
DEBUG: found id 5827132
DEBUG: found id 5903903
DEBUG: found id 5878111
DEBUG: found id 5835700
DEBUG: found id 5903953
DEBUG: found id 5835801
ERROR: Spider error processing <GET https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=6> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5)
Traceback (most recent call last):
  File "C:\ProgramData\Anaconda3\lib\site-packages\scrapy\utils\defer.py", line 102, in iter_errback
    yield next(it)
  File "C:\ProgramData\Anaconda3\lib\site-packages\scrapy\core\spidermw.py", line 84, in evaluate_iterable
    for r in iterable:
  File "C:\ProgramData\Anaconda3\lib\site-packages\scrapy\spidermiddlewares\offsite.py", line 29, in process_spider_output
    for x in result:
  File "C:\ProgramData\Anaconda3\lib\site-packages\scrapy\core\spidermw.py", line 84, in evaluate_iterable
    for r in iterable:
  File "C:\ProgramData\Anaconda3\lib\site-packages\scrapy\spidermiddlewares\referer.py", line 339, in <genexpr>
    return (_set_referer(r) for r in result or ())
  File "C:\ProgramData\Anaconda3\lib\site-packages\scrapy\core\spidermw.py", line 84, in evaluate_iterable
    for r in iterable:
  File "C:\ProgramData\Anaconda3\lib\site-packages\scrapy\spidermiddlewares\urllength.py", line 37, in <genexpr>
    return (r for r in result or () if _filter(r))
  File "C:\ProgramData\Anaconda3\lib\site-packages\scrapy\core\spidermw.py", line 84, in evaluate_iterable
    for r in iterable:
  File "C:\ProgramData\Anaconda3\lib\site-packages\scrapy\spidermiddlewares\depth.py", line 58, in <genexpr>
    return (r for r in result or () if _filter(r))
  File "C:\Users\Kathryn\Documents\2github\swiss_apartment_search\sas_scraper\sas_scraper\spiders\__init__.py", line 66, in parseMain
    id = self.getListingID(l)
  File "C:\Users\Kathryn\Documents\2github\swiss_apartment_search\sas_scraper\sas_scraper\spiders\ImmoscoutSpider.py", line 58, in getListingID
    link = self.getListingLink(listing)
  File "C:\Users\Kathryn\Documents\2github\swiss_apartment_search\sas_scraper\sas_scraper\spiders\ImmoscoutSpider.py", line 54, in getListingLink
    link = listing.css("article a").attrib['href']
KeyError: 'href'
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-385500> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/renens/page-1?t=rent&c=1;2&p=c12292&nb=false)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906183?s=1&t=1&l=2990&ct=172&ci=95&pn=4> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=4)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906197?s=1&t=1&l=2990&ct=172&ci=112&pn=5> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5)
DEBUG: in savePage data\\saved_pages\2020-03-04_385500.html
DEBUG: Saved file data\\saved_pages\2020-03-04_385500.html
DEBUG: in savePage data\\saved_pages\2020-03-04_5906183.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906183.html
DEBUG: in savePage data\\saved_pages\2020-03-04_5906197.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906197.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906184?s=1&t=1&l=2990&ct=172&ci=111&pn=5> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5)
DEBUG: in savePage data\\saved_pages\2020-03-04_5906184.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906184.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906176?s=1&t=1&l=2990&ct=172&ci=63&pn=3> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=3)
DEBUG: in savePage data\\saved_pages\2020-03-04_5906176.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906176.html
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-385488> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/renens/page-1?t=rent&c=1;2&p=c12292&nb=false)
DEBUG: in savePage data\\saved_pages\2020-03-04_385488.html
DEBUG: Saved file data\\saved_pages\2020-03-04_385488.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906193?s=1&t=1&l=2990&ct=172&ci=117&pn=5> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5)
DEBUG: in savePage data\\saved_pages\2020-03-04_5906193.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906193.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-lausanne/5854577?s=1&t=1&l=2023&ct=736&ci=61&pn=3> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=3)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906192?s=1&t=1&l=2990&ct=172&ci=98&pn=5> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5)
DEBUG: in savePage data\\saved_pages\2020-03-04_5854577.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5854577.html
DEBUG: in savePage data\\saved_pages\2020-03-04_5906192.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906192.html
DEBUG: Crawled (200) <GET https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-384951> (referer: https://www.immobilier.ch/fr/carte/louer/appartement-maison/vaud/renens/page-2?t=rent&c=1;2&p=c12292&nb=false)
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906189?s=1&t=1&l=2990&ct=172&ci=110&pn=5> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5)
DEBUG: in savePage data\\saved_pages\2020-03-04_384951.html
DEBUG: Saved file data\\saved_pages\2020-03-04_384951.html
DEBUG: in savePage data\\saved_pages\2020-03-04_5906189.html
DEBUG: Saved file data\\saved_pages\2020-03-04_5906189.html
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=5> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=4)
DEBUG: parsing page https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=5
DEBUG: found 24 listings 
DEBUG: total pages 31
DEBUG: current pages 5
DEBUG: searching url https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=5
DEBUG: page >2 url https://www.immoscout24.ch/fr/immobilier/louer/lieu-lausanne?pn=6
DEBUG: next page is <class 'str'>
DEBUG: found id 5903968
DEBUG: found id 5345226
DEBUG: found id 5829640
DEBUG: found id 5876733
DEBUG: found id 5880390
DEBUG: found id 5886492
DEBUG: found id 5890544
DEBUG: found id 5885159
DEBUG: found id 5800850
DEBUG: found id 5574530
DEBUG: found id 5212204
DEBUG: found id 5865854
DEBUG: found id 5898481
DEBUG: found id 5894260
DEBUG: found id 5867341
DEBUG: found id 5872930
DEBUG: found id 5876599
DEBUG: found id 5886979
DEBUG: found id 5906205
DEBUG: sending request for /fr/d/appartement-louer-lausanne/5906205?s=1&t=1&l=2023&ct=736&ci=115&pn=5
DEBUG: next list page is <class 'str'>
DEBUG: found id 5757241
DEBUG: found id 5245918
DEBUG: found id 5851205
DEBUG: found id 5897733
DEBUG: found id 4966656
DEBUG: Crawled (200) <GET https://www.immoscout24.ch/fr/d/appartement-louer-renens-vd/5906190?s=1&t=1&l=2990&ct=172&ci=97&pn=5> (referer: https://www.immoscout24.ch/fr/immobilier/louer/lieu-renens-vd?pn=5)
